Run   obj.function   par_x01   par_x02   par_x03   par_x04   par_x05   par_x06   par_x07   par_x08   par_x09   par_x10   par_x11   par_x12   par_x13   par_x14   par_x15   par_x16   par_x17   par_x18   par_x19   par_x20   par_x21   par_x22   par_x23   par_x24   par_x25   par_x26   par_x27   par_x28   par_x29   par_x32   par_x33   par_x34   par_x35   par_x36   par_x37   par_x38   par_x39   par_x40   par_x53   par_x54   par_x55   par_x56   par_x57   par_x58   par_x59   par_x60   par_x61   par_x62   par_x63   par_x64
38   -7.47E-01   4.08E-01   2.80E-01   9.13E-01   6.02E-01   2.72E+00   6.17E-02   6.01E+00   4.72E-01   5.98E+00   4.05E+00   1.24E+00   7.86E-01   1.18E+00   4.21E-01   5.14E-01   6.13E-01   1.88E-02   9.44E-02   1.51E-01   7.57E+00   8.53E+01   4.96E-01   4.74E-02   5.45E-02   1.28E-01   7.94E+00   5.01E-02   2.24E-01   1.03E-02   3.93E+00   5.51E+00   6.23E+00   5.08E+00   -2.65E-01   -4.82E-01   2.74E+00   6.87E-01   1.44E-01   1.07E-01   5.74E-02   6.43E-02   1.40E-01   1.16E-01   6.07E-02   4.39E+00   1.13E+01   1.54E+01   1.13E+01   9.42E-01   3.34E-01
39   -7.48E-01   3.30E-01   1.41E-01   9.13E-01   1.58E-01   3.75E+00   5.16E-02   6.99E+00   1.42E+00   5.98E+00   4.05E+00   1.24E+00   7.86E-01   1.11E+00   4.21E-01   4.70E-01   6.13E-01   9.58E-02   9.44E-02   1.51E-01   1.09E+01   6.14E+01   4.96E-01   4.74E-02   5.45E-02   1.28E-01   6.50E+00   5.01E-02   2.24E-01   1.03E-02   3.93E+00   3.44E+00   6.52E+00   4.52E+00   -4.64E-01   -1.49E-01   2.38E+00   6.87E-01   1.50E-01   8.61E-02   1.25E-01   6.65E-02   1.40E-01   1.01E-01   6.07E-02   4.18E+00   1.07E+01   1.54E+01   1.37E+01   9.16E-01   2.16E-01
40   -7.43E-01   3.30E-01   1.37E-01   8.79E-01   3.09E-01   3.71E+00   5.16E-02   6.01E+00   2.41E+00   6.57E+00   4.05E+00   1.24E+00   7.86E-01   1.18E+00   4.48E-01   5.10E-01   6.01E-01   1.88E-02   9.44E-02   1.51E-01   7.57E+00   6.14E+01   4.96E-01   4.74E-02   5.45E-02   1.28E-01   8.70E+00   5.01E-02   2.24E-01   1.03E-02   3.93E+00   3.10E+00   5.78E+00   4.52E+00   -3.85E-01   -3.53E-01   2.74E+00   6.87E-01   1.02E-01   1.25E-01   9.95E-02   6.65E-02   1.56E-01   1.48E-01   6.07E-02   4.18E+00   6.30E+00   1.54E+01   1.34E+01   9.16E-01   2.16E-01
41   -6.95E-01   3.30E-01   1.41E-01   9.13E-01   1.58E-01   2.72E+00   5.16E-02   6.01E+00   6.10E-01   5.98E+00   6.68E+00   1.23E+00   7.86E-01   1.18E+00   4.36E-01   5.14E-01   6.13E-01   1.88E-02   9.44E-02   1.51E-01   7.57E+00   6.14E+01   4.96E-01   4.74E-02   9.51E-02   1.28E-01   9.48E+00   5.01E-02   2.24E-01   1.03E-02   3.59E+00   4.03E+00   6.52E+00   4.52E+00   -3.85E-01   -4.78E-01   2.74E+00   7.15E-01   1.50E-01   8.45E-02   1.53E-01   5.49E-02   8.89E-02   1.18E-01   2.97E-02   4.18E+00   1.07E+01   1.54E+01   1.48E+01   9.16E-01   2.32E-01
42   -7.48E-01   3.30E-01   1.41E-01   9.13E-01   1.58E-01   2.63E+00   5.90E-02   6.01E+00   4.72E-01   5.98E+00   4.05E+00   1.24E+00   7.86E-01   1.25E+00   4.21E-01   5.14E-01   6.13E-01   1.88E-02   1.27E-01   1.66E-01   1.12E+01   6.14E+01   4.25E-01   2.91E-01   5.45E-02   1.28E-01   7.94E+00   5.01E-02   2.43E-01   5.44E-02   4.40E+00   4.31E+00   6.52E+00   4.52E+00   -3.85E-01   -4.82E-01   2.74E+00   5.19E-01   1.50E-01   1.16E-01   9.95E-02   6.65E-02   1.40E-01   1.29E-01   9.11E-02   4.18E+00   1.07E+01   1.54E+01   1.34E+01   9.22E-01   3.76E-01
43   -7.50E-01   3.30E-01   1.41E-01   9.13E-01   -3.03E-01   2.73E+00   5.16E-02   6.01E+00   1.82E+00   6.78E+00   4.46E+00   1.24E+00   7.86E-01   1.17E+00   4.21E-01   5.35E-01   6.13E-01   2.22E-02   9.44E-02   1.29E-01   9.79E+00   6.14E+01   4.96E-01   5.36E-02   5.45E-02   1.28E-01   5.97E+00   2.09E-02   2.24E-01   2.18E-02   3.93E+00   4.03E+00   6.52E+00   4.60E+00   -1.02E-01   -4.82E-01   2.74E+00   6.87E-01   1.50E-01   7.26E-02   9.69E-02   4.05E-02   1.40E-01   1.27E-01   9.69E-02   4.18E+00   1.07E+01   1.54E+01   1.34E+01   8.20E-01   2.16E-01
44   -6.03E-01   3.30E-01   1.41E-01   9.13E-01   1.58E-01   2.72E+00   5.16E-02   6.01E+00   4.72E-01   5.98E+00   4.05E+00   1.19E+00   1.00E+00   1.18E+00   4.21E-01   4.37E-01   6.13E-01   1.88E-02   9.44E-02   1.51E-01   7.57E+00   6.14E+01   3.37E-01   5.59E-02   1.79E-02   6.79E-02   7.94E+00   5.01E-02   1.16E-01   6.86E-02   3.93E+00   5.63E+00   6.00E+00   4.25E+00   -3.85E-01   -4.82E-01   2.48E+00   6.87E-01   1.50E-01   1.16E-01   9.95E-02   4.30E-02   1.40E-01   1.18E-01   5.48E-02   4.18E+00   1.07E+01   1.87E+01   1.66E+01   9.16E-01   2.16E-01
45   -6.68E-01   4.17E-01   3.65E-01   9.45E-01   1.58E-01   2.72E+00   4.98E-02   6.01E+00   7.81E-01   5.98E+00   3.49E+00   1.24E+00   1.08E+00   1.18E+00   4.21E-01   5.14E-01   6.13E-01   1.88E-02   9.44E-02   1.51E-01   6.14E+00   3.54E+01   4.96E-01   1.12E-01   5.45E-02   1.09E-02   7.58E+00   6.93E-02   1.87E-01   1.03E-02   4.43E+00   4.03E+00   6.52E+00   3.85E+00   -3.85E-01   -4.82E-01   2.01E+00   7.10E-01   1.50E-01   1.16E-01   9.95E-02   6.65E-02   1.40E-01   1.18E-01   6.07E-02   4.18E+00   1.10E+01   1.78E+01   1.34E+01   9.16E-01   2.16E-01
46   -7.36E-01   3.56E-01   3.64E-01   9.13E-01   1.58E-01   2.72E+00   5.16E-02   6.01E+00   1.40E+00   5.98E+00   4.05E+00   1.24E+00   7.86E-01   1.18E+00   4.21E-01   5.14E-01   5.71E-01   1.88E-02   9.44E-02   1.74E-01   4.69E+00   6.14E+01   3.25E-01   4.74E-02   5.45E-02   2.32E-01   7.94E+00   5.01E-02   4.27E-01   1.03E-02   3.93E+00   4.03E+00   6.64E+00   3.92E+00   -3.85E-01   -4.82E-01   2.74E+00   5.87E-01   1.50E-01   1.16E-01   8.72E-02   5.83E-02   1.40E-01   9.58E-02   6.07E-02   4.18E+00   1.07E+01   1.92E+01   7.43E+00   9.98E-01   2.16E-01
47   -7.41E-01   3.30E-01   2.40E-01   9.13E-01   1.58E-01   3.62E+00   4.91E-02   6.01E+00   4.72E-01   5.98E+00   4.05E+00   1.24E+00   7.80E-01   1.18E+00   4.21E-01   5.18E-01   5.64E-01   2.28E-02   1.25E-01   1.10E-01   7.57E+00   6.14E+01   4.12E-01   4.74E-02   5.45E-02   1.28E-01   7.94E+00   6.40E-02   2.17E-01   1.03E-02   3.93E+00   4.03E+00   6.19E+00   4.52E+00   -3.85E-01   -4.82E-01   2.74E+00   6.13E-01   1.50E-01   1.16E-01   9.95E-02   8.12E-02   1.68E-01   1.13E-01   4.69E-02   4.83E+00   4.70E+00   1.54E+01   1.54E+01   9.16E-01   3.00E-01
48   -7.51E-01   3.30E-01   1.50E-01   9.13E-01   2.55E-02   3.39E+00   4.61E-02   6.01E+00   4.72E-01   5.98E+00   4.05E+00   1.24E+00   7.98E-01   1.14E+00   4.49E-01   5.14E-01   6.13E-01   2.06E-02   9.44E-02   1.51E-01   4.93E+00   6.14E+01   4.71E-01   4.74E-02   5.45E-02   1.28E-01   7.94E+00   1.04E-02   2.24E-01   8.50E-02   3.93E+00   4.03E+00   5.96E+00   3.97E+00   -1.70E-01   -4.82E-01   2.74E+00   6.87E-01   1.50E-01   1.16E-01   9.95E-02   6.65E-02   1.40E-01   1.18E-01   7.83E-02   6.00E+00   1.07E+01   1.90E+01   1.34E+01   9.16E-01   4.38E-01
49   -5.00E-01   7.70E-01   1.41E-01   9.13E-01   6.81E-01   3.58E+00   5.12E-02   5.70E+00   2.30E-02   6.86E+00   3.07E+00   1.21E+00   7.86E-01   1.18E+00   5.24E-01   5.14E-01   6.13E-01   1.88E-02   9.44E-02   1.39E-01   7.57E+00   7.99E+01   4.96E-01   1.77E-01   6.62E-03   1.28E-01   7.94E+00   5.01E-02   2.49E-01   4.93E-02   3.41E+00   4.03E+00   6.52E+00   4.52E+00   -3.36E-01   -4.82E-01   2.78E+00   6.87E-01   1.50E-01   1.16E-01   1.13E-01   6.65E-02   1.65E-01   1.68E-01   6.07E-02   4.18E+00   1.07E+01   1.46E+01   1.34E+01   9.16E-01   2.16E-01
50   -7.22E-01   2.55E-01   5.07E-01   9.13E-01   -2.33E-01   2.72E+00   5.94E-02   5.74E+00   2.30E+00   4.67E+00   3.68E+00   1.24E+00   7.74E-01   1.18E+00   4.94E-01   5.14E-01   6.13E-01   8.15E-02   7.50E-02   1.48E-01   7.57E+00   6.14E+01   4.96E-01   1.33E-01   5.45E-02   1.28E-01   7.83E+00   5.01E-02   2.24E-01   1.03E-02   3.93E+00   4.03E+00   6.52E+00   4.52E+00   -3.94E-01   -4.82E-01   2.74E+00   5.76E-01   1.50E-01   9.63E-02   9.95E-02   6.65E-02   1.21E-01   1.16E-01   1.17E-01   4.18E+00   1.07E+01   1.54E+01   1.34E+01   9.16E-01   2.16E-01
51   -7.56E-01   4.48E-01   1.41E-01   9.13E-01   1.58E-01   2.72E+00   5.16E-02   6.01E+00   4.72E-01   5.98E+00   4.05E+00   1.23E+00   7.86E-01   1.18E+00   4.21E-01   5.14E-01   6.30E-01   2.93E-02   9.44E-02   1.51E-01   8.14E+00   7.66E+01   3.94E-01   1.64E-02   5.45E-02   9.45E-02   9.89E+00   5.01E-02   2.85E-01   7.54E-02   3.93E+00   4.03E+00   6.52E+00   4.52E+00   -4.70E-01   -4.82E-01   2.74E+00   1.10E+00   3.03E-02   1.16E-01   1.54E-01   6.65E-02   1.40E-01   1.18E-01   6.07E-02   4.18E+00   8.26E+00   1.54E+01   1.34E+01   8.83E-01   3.87E-01
52   -7.48E-01   3.30E-01   1.41E-01   9.13E-01   1.58E-01   2.72E+00   5.16E-02   6.01E+00   4.01E-01   5.98E+00   5.07E+00   1.24E+00   7.86E-01   1.18E+00   4.21E-01   5.55E-01   6.13E-01   1.78E-02   9.44E-02   1.51E-01   7.57E+00   6.14E+01   4.96E-01   4.74E-02   5.45E-02   1.28E-01   8.28E+00   4.59E-02   2.64E-02   1.03E-02   3.93E+00   4.03E+00   6.96E+00   3.50E+00   -4.07E-01   -4.82E-01   2.79E+00   9.16E-01   1.15E-01   7.69E-02   9.95E-02   6.65E-02   1.10E-01   1.18E-01   8.78E-02   4.18E+00   1.07E+01   1.54E+01   1.30E+01   9.16E-01   7.81E-01
53   -6.98E-01   3.30E-01   1.41E-01   9.57E-01   8.67E-01   2.72E+00   5.16E-02   6.01E+00   4.72E-01   4.44E+00   4.05E+00   1.17E+00   8.09E-01   1.18E+00   4.29E-01   5.76E-01   6.25E-01   1.88E-02   9.44E-02   1.85E-01   1.17E+01   6.14E+01   4.96E-01   3.07E-02   8.47E-02   1.33E-01   7.94E+00   1.34E-01   2.24E-01   1.03E-02   4.67E+00   4.03E+00   5.76E+00   4.52E+00   -3.85E-01   -3.70E-01   2.74E+00   6.87E-01   1.50E-01   1.16E-01   6.30E-02   6.65E-02   1.40E-01   1.18E-01   6.07E-02   4.18E+00   1.07E+01   1.71E+01   1.58E+01   9.16E-01   2.75E-01
54   -7.48E-01   3.30E-01   1.41E-01   9.13E-01   -1.55E-01   2.72E+00   5.16E-02   6.01E+00   4.72E-01   5.98E+00   4.05E+00   1.24E+00   8.50E-01   1.18E+00   4.04E-01   5.14E-01   5.41E-01   1.88E-02   9.77E-02   1.51E-01   1.02E+01   6.14E+01   4.96E-01   4.74E-02   5.45E-02   1.60E-01   7.94E+00   5.01E-02   1.87E-01   1.03E-02   3.80E+00   4.08E+00   5.75E+00   4.52E+00   -3.85E-01   -4.56E-01   2.74E+00   6.87E-01   1.50E-01   8.53E-02   9.95E-02   6.65E-02   1.21E-01   1.18E-01   6.07E-02   4.18E+00   1.07E+01   1.54E+01   9.78E+00   9.16E-01   3.47E-01
55   -7.60E-01   3.30E-01   1.17E-01   9.13E-01   1.58E-01   3.67E+00   5.22E-02   6.01E+00   4.72E-01   5.98E+00   4.05E+00   1.24E+00   7.86E-01   1.18E+00   4.21E-01   5.14E-01   6.13E-01   6.78E-02   6.72E-02   1.51E-01   7.57E+00   5.46E+01   4.96E-01   1.56E-01   5.45E-02   1.75E-01   7.94E+00   2.08E-01   2.24E-01   1.69E-01   3.93E+00   4.57E+00   6.52E+00   3.97E+00   -4.83E-01   -3.71E-01   2.74E+00   6.87E-01   1.62E-01   1.20E-01   1.12E-01   1.31E-01   1.40E-01   1.30E-01   6.07E-02   4.18E+00   1.07E+01   1.54E+01   1.45E+01   9.16E-01   2.16E-01
56   -7.58E-01   3.12E-01   1.40E-01   9.06E-01   1.58E-01   3.46E+00   5.88E-02   6.01E+00   4.72E-01   5.98E+00   4.05E+00   1.24E+00   7.86E-01   1.09E+00   4.21E-01   5.14E-01   6.13E-01   1.73E-02   6.37E-02   1.51E-01   7.57E+00   4.86E+01   4.96E-01   7.59E-02   5.45E-02   1.75E-01   7.94E+00   2.08E-01   1.25E-01   1.69E-01   3.93E+00   4.57E+00   6.68E+00   3.97E+00   -4.83E-01   -3.71E-01   2.74E+00   6.87E-01   1.62E-01   1.33E-01   1.12E-01   6.67E-02   1.40E-01   1.30E-01   6.07E-02   4.18E+00   1.50E+01   1.54E+01   1.42E+01   9.16E-01   2.16E-01
57   -6.42E-01   3.30E-01   1.17E-01   9.13E-01   -2.46E-01   2.84E+00   4.95E-02   6.01E+00   4.72E-01   5.98E+00   4.05E+00   1.15E+00   7.86E-01   1.18E+00   4.21E-01   5.38E-01   6.13E-01   1.29E-01   1.26E-02   1.51E-01   7.57E+00   4.31E+01   4.76E-01   1.56E-01   1.27E-01   3.21E-01   7.94E+00   2.08E-01   2.24E-01   1.49E-01   3.93E+00   4.57E+00   6.52E+00   3.97E+00   -4.83E-01   -4.21E-01   2.74E+00   8.43E-01   1.62E-01   1.28E-01   1.12E-01   1.37E-01   1.76E-01   1.30E-01   6.07E-02   4.18E+00   4.84E+00   1.54E+01   8.24E+00   9.16E-01   2.16E-01
58   -7.33E-01   3.30E-01   3.11E-01   9.13E-01   1.58E-01   3.67E+00   5.22E-02   6.01E+00   4.72E-01   5.98E+00   4.05E+00   1.21E+00   7.86E-01   1.19E+00   5.40E-01   5.14E-01   6.13E-01   6.78E-02   6.72E-02   1.51E-01   7.57E+00   5.46E+01   4.96E-01   1.56E-01   5.45E-02   1.75E-01   8.76E+00   2.08E-01   2.24E-01   2.01E-01   3.10E+00   3.76E+00   6.01E+00   3.97E+00   -2.71E-01   -3.71E-01   2.74E+00   8.99E-01   1.62E-01   1.37E-01   1.12E-01   1.31E-01   1.40E-01   1.12E-01   6.07E-02   4.18E+00   1.09E+01   1.54E+01   1.45E+01   9.89E-01   2.32E-01
59   -6.92E-01   3.30E-01   1.04E-01   8.36E-01   2.05E-01   3.67E+00   5.22E-02   5.63E+00   4.72E-01   6.67E+00   4.05E+00   1.19E+00   7.86E-01   1.17E+00   4.08E-01   4.69E-01   6.13E-01   3.87E-02   6.72E-02   1.51E-01   7.57E+00   2.74E+01   4.96E-01   1.56E-01   5.45E-02   7.00E-02   7.94E+00   2.08E-01   2.76E-01   1.90E-01   3.93E+00   4.57E+00   5.85E+00   3.97E+00   -4.83E-01   -3.71E-01   2.74E+00   6.87E-01   1.62E-01   9.58E-02   1.12E-01   1.31E-01   1.53E-01   1.36E-01   4.34E-02   8.24E+00   1.07E+01   1.70E+01   1.45E+01   9.16E-01   5.12E-01
60   -7.42E-01   3.30E-01   2.33E-01   9.04E-01   1.58E-01   3.67E+00   5.22E-02   5.45E+00   4.72E-01   5.98E+00   4.15E+00   1.24E+00   7.86E-01   1.11E+00   4.21E-01   4.88E-01   6.13E-01   6.78E-02   6.72E-02   1.10E-01   7.57E+00   6.29E+01   4.96E-01   1.56E-01   5.45E-02   1.75E-01   6.54E+00   2.08E-01   2.87E-01   1.69E-01   3.93E+00   6.12E+00   6.52E+00   4.26E+00   -2.85E-01   -3.71E-01   2.74E+00   6.87E-01   1.62E-01   1.20E-01   1.12E-01   1.31E-01   1.68E-01   9.99E-02   6.30E-02   4.18E+00   1.05E+01   1.26E+01   1.24E+01   9.16E-01   4.34E-01
61   -7.28E-01   3.30E-01   1.17E-01   9.13E-01   1.58E-01   3.67E+00   5.22E-02   6.01E+00   3.85E-01   5.98E+00   4.05E+00   1.22E+00   8.34E-01   1.14E+00   4.21E-01   5.20E-01   6.13E-01   1.28E-01   6.72E-02   1.51E-01   6.01E+00   5.46E+01   4.96E-01   1.84E-01   3.50E-02   2.03E-01   7.94E+00   1.99E-01   2.24E-01   1.69E-01   3.93E+00   4.57E+00   6.52E+00   4.31E+00   -3.09E-01   -3.71E-01   2.52E+00   6.87E-01   1.62E-01   1.66E-01   1.15E-01   1.31E-01   1.40E-01   1.30E-01   6.07E-02   4.18E+00   1.07E+01   1.54E+01   1.75E+01   8.07E-01   2.16E-01
62   -7.58E-01   3.30E-01   1.17E-01   9.13E-01   1.58E-01   3.79E+00   5.22E-02   5.73E+00   4.72E-01   5.98E+00   3.49E+00   1.10E+00   7.86E-01   1.18E+00   4.21E-01   5.59E-01   6.13E-01   6.78E-02   2.63E-02   1.51E-01   8.91E+00   8.12E+01   4.96E-01   1.56E-01   5.45E-02   1.19E-01   7.94E+00   8.28E-02   8.43E-03   1.69E-01   3.63E+00   4.57E+00   6.52E+00   3.97E+00   -4.81E-01   -3.71E-01   2.74E+00   6.87E-01   1.62E-01   1.20E-01   1.12E-01   1.99E-01   1.87E-01   1.30E-01   5.13E-02   4.18E+00   1.07E+01   1.54E+01   1.69E+01   9.16E-01   2.16E-01
63   -7.45E-01   3.30E-01   2.06E-01   8.40E-01   3.48E-01   3.66E+00   5.22E-02   6.01E+00   4.72E-01   5.98E+00   4.05E+00   1.24E+00   7.86E-01   1.18E+00   4.71E-01   4.38E-01   6.13E-01   4.75E-02   6.72E-02   1.21E-01   7.57E+00   5.46E+01   3.48E-01   9.77E-02   5.45E-02   1.55E-01   7.94E+00   4.01E-01   1.83E-01   1.18E-02   3.93E+00   4.57E+00   6.71E+00   3.92E+00   -4.83E-01   -3.71E-01   2.74E+00   6.87E-01   1.62E-01   1.46E-01   1.12E-01   1.07E-01   1.40E-01   1.39E-01   6.07E-02   4.72E+00   1.07E+01   1.54E+01   1.45E+01   9.16E-01   2.16E-01
64   -5.39E-01   3.30E-01   1.17E-01   9.13E-01   1.58E-01   3.18E+00   5.00E-02   6.01E+00   4.72E-01   5.98E+00   4.05E+00   1.24E+00   7.86E-01   1.18E+00   4.81E-01   4.33E-01   6.13E-01   6.78E-02   8.79E-02   1.51E-01   7.57E+00   5.46E+01   4.96E-01   1.56E-01   8.43E-03   1.75E-01   7.94E+00   2.56E-01   1.73E-01   1.69E-01   3.93E+00   3.77E+00   6.52E+00   3.97E+00   -4.83E-01   -3.71E-01   2.74E+00   6.87E-01   1.62E-01   1.20E-01   1.12E-01   1.31E-01   1.40E-01   1.30E-01   3.60E-02   4.18E+00   1.07E+01   1.54E+01   1.36E+01   1.08E+00   2.16E-01
65   -5.71E-01   3.30E-01   1.17E-01   9.13E-01   1.58E-01   3.63E+00   5.16E-02   6.01E+00   4.72E-01   6.36E+00   6.61E+00   1.24E+00   7.86E-01   9.19E-01   4.21E-01   5.11E-01   6.13E-01   7.16E-02   6.72E-02   1.65E-01   7.57E+00   4.52E+00   4.00E-01   1.56E-01   5.45E-02   1.75E-01   7.94E+00   1.52E-01   1.97E-01   4.04E-01   3.30E+00   5.56E+00   5.32E+00   3.97E+00   -4.83E-01   -3.71E-01   3.29E+00   1.14E+00   1.62E-01   1.20E-01   1.12E-01   1.31E-01   1.40E-01   1.30E-01   6.07E-02   2.66E+00   1.07E+01   1.48E+01   1.45E+01   9.16E-01   2.16E-01
66   -7.32E-01   4.27E-01   1.17E-01   9.13E-01   1.58E-01   3.78E+00   5.62E-02   6.01E+00   4.72E-01   6.20E+00   4.05E+00   1.22E+00   7.86E-01   1.18E+00   5.67E-01   5.68E-01   6.13E-01   6.78E-02   6.72E-02   1.51E-01   7.57E+00   5.46E+01   4.96E-01   1.56E-01   6.96E-02   1.75E-01   9.37E+00   2.08E-01   2.24E-01   1.69E-01   3.93E+00   4.55E+00   6.52E+00   4.89E+00   -4.83E-01   -4.21E-01   2.74E+00   6.87E-01   1.62E-01   1.20E-01   1.12E-01   1.18E-01   7.71E-02   1.30E-01   6.07E-02   4.18E+00   1.07E+01   7.85E+00   1.45E+01   8.71E-01   4.62E-01
67   -7.32E-01   3.30E-01   2.71E-01   9.13E-01   1.58E-01   3.67E+00   5.21E-02   6.01E+00   4.72E-01   5.98E+00   1.47E+00   1.24E+00   7.86E-01   1.18E+00   5.09E-01   5.49E-01   6.13E-01   6.78E-02   6.72E-02   1.29E-01   6.43E+00   7.11E+01   4.96E-01   1.56E-01   6.36E-02   1.45E-01   7.74E+00   2.08E-01   2.24E-01   1.69E-01   3.93E+00   4.57E+00   6.52E+00   3.81E+00   -4.83E-01   -3.71E-01   2.27E+00   5.86E-01   1.62E-01   1.27E-01   1.12E-01   1.25E-01   8.71E-02   1.30E-01   1.01E-01   3.08E+00   1.07E+01   1.54E+01   1.45E+01   9.16E-01   4.15E-01
68   -5.04E-01   1.76E-01   1.17E-01   9.13E-01   5.36E-01   2.84E+00   5.11E-02   4.62E+00   1.52E+00   4.78E+00   4.05E+00   1.21E+00   7.86E-01   1.18E+00   4.21E-01   5.14E-01   6.13E-01   6.78E-02   6.72E-02   1.51E-01   7.57E+00   5.46E+01   4.96E-01   1.56E-01   1.95E-01   1.32E-01   7.94E+00   3.02E-01   2.24E-01   2.70E-01   3.93E+00   4.57E+00   6.52E+00   3.97E+00   -4.83E-01   -3.71E-01   2.74E+00   6.87E-01   1.62E-01   1.20E-01   1.12E-01   1.07E-01   1.81E-01   1.27E-01   6.07E-02   4.33E+00   1.16E+01   1.54E+01   1.59E+01   9.16E-01   2.16E-01
69   -6.88E-01   3.25E-01   1.17E-01   9.13E-01   4.46E-02   3.67E+00   5.22E-02   6.01E+00   4.72E-01   5.98E+00   4.05E+00   1.24E+00   8.07E-01   1.03E+00   4.90E-01   5.14E-01   6.13E-01   6.78E-02   6.77E-02   1.51E-01   7.57E+00   2.25E+01   3.94E-01   1.56E-01   5.45E-02   1.75E-01   7.94E+00   3.23E-01   2.24E-01   1.69E-01   3.93E+00   4.57E+00   6.52E+00   3.50E+00   -4.83E-01   -3.71E-01   2.74E+00   6.87E-01   1.62E-01   1.20E-01   1.12E-01   9.87E-02   1.40E-01   1.30E-01   6.07E-02   4.18E+00   9.25E+00   1.54E+01   1.45E+01   9.16E-01   2.16E-01
70   -7.58E-01   3.30E-01   1.17E-01   9.13E-01   1.58E-01   3.67E+00   5.02E-02   5.41E+00   4.72E-01   6.13E+00   4.05E+00   1.24E+00   7.86E-01   1.18E+00   4.21E-01   5.14E-01   5.62E-01   9.23E-02   6.72E-02   7.98E-02   2.56E+00   5.46E+01   4.96E-01   1.56E-01   5.45E-02   2.05E-01   7.94E+00   2.08E-01   1.71E-01   1.69E-01   3.93E+00   6.23E+00   6.52E+00   3.97E+00   -2.41E-01   -3.71E-01   2.74E+00   5.03E-01   1.62E-01   1.20E-01   1.12E-01   1.31E-01   1.05E-01   1.39E-01   6.07E-02   4.18E+00   1.07E+01   1.79E+01   1.45E+01   9.16E-01   4.70E-01
71   -7.53E-01   4.10E-01   1.17E-01   9.13E-01   1.58E-01   3.67E+00   5.22E-02   6.01E+00   4.72E-01   3.66E+00   4.05E+00   1.24E+00   7.86E-01   1.18E+00   4.21E-01   4.67E-01   6.13E-01   6.78E-02   4.00E-02   1.51E-01   7.57E+00   4.95E+01   4.96E-01   1.56E-01   5.45E-02   1.75E-01   8.40E+00   3.78E-01   2.24E-01   1.69E-01   3.93E+00   4.57E+00   6.72E+00   3.97E+00   -4.83E-01   -3.71E-01   2.57E+00   6.21E-01   1.80E-01   1.29E-01   1.12E-01   1.31E-01   1.40E-01   1.30E-01   6.07E-02   4.18E+00   8.91E+00   1.54E+01   1.45E+01   8.82E-01   2.88E-01
72   -6.87E-01   3.30E-01   3.12E-01   9.13E-01   -3.91E-01   3.67E+00   5.57E-02   5.81E+00   4.72E-01   5.98E+00   4.05E+00   1.24E+00   9.71E-01   1.12E+00   4.51E-01   5.84E-01   6.13E-01   6.78E-02   6.72E-02   1.34E-01   7.57E+00   5.46E+01   4.96E-01   1.56E-01   5.45E-02   1.94E-01   7.94E+00   1.56E-01   2.24E-01   2.59E-01   4.77E+00   3.50E+00   6.52E+00   3.54E+00   -4.83E-01   -4.92E-01   2.55E+00   9.25E-01   1.62E-01   1.20E-01   1.12E-01   1.31E-01   1.81E-01   1.30E-01   9.20E-02   4.18E+00   8.87E+00   1.86E+01   1.53E+01   9.16E-01   2.16E-01
73   -7.48E-01   3.30E-01   1.17E-01   9.13E-01   1.58E-01   3.67E+00   5.22E-02   6.83E+00   3.40E+00   4.07E+00   4.05E+00   1.24E+00   8.02E-01   1.16E+00   4.21E-01   4.42E-01   5.96E-01   5.91E-02   6.72E-02   1.51E-01   1.25E+01   5.46E+01   4.96E-01   1.56E-01   5.45E-02   1.03E-01   7.94E+00   2.08E-01   8.54E-02   2.07E-01   5.55E+00   5.04E+00   6.52E+00   3.97E+00   -4.75E-01   -2.94E-01   3.55E+00   6.87E-01   1.62E-01   1.20E-01   1.12E-01   1.31E-01   1.61E-01   1.30E-01   7.22E-02   4.18E+00   1.07E+01   1.54E+01   7.25E+00   9.16E-01   2.16E-01
74   -7.18E-01   3.30E-01   1.17E-01   7.80E-01   -1.10E-02   3.92E+00   5.22E-02   6.01E+00   4.72E-01   5.98E+00   4.05E+00   1.18E+00   1.06E+00   1.14E+00   4.21E-01   5.76E-01   5.90E-01   1.68E-03   6.72E-02   1.51E-01   7.57E+00   5.46E+01   4.96E-01   1.56E-01   5.45E-02   1.75E-01   7.27E+00   2.08E-01   2.24E-01   1.69E-01   5.14E+00   4.57E+00   6.52E+00   3.97E+00   -4.83E-01   -4.97E-01   2.74E+00   6.87E-01   2.53E-01   1.20E-01   1.12E-01   1.31E-01   1.40E-01   1.30E-01   6.07E-02   4.18E+00   7.03E+00   1.54E+01   1.45E+01   9.32E-01   2.16E-01
