Run   obj.function   par_x01       par_x02       par_x03       par_x04       par_x05       par_x06       par_x07       par_x08       par_x09       par_x10       par_x11       par_x12       par_x13       par_x14       par_x15       par_x16       par_x17       par_x18       par_x19       par_x20       par_x21       par_x22       par_x23       par_x24       par_x25       par_x26       par_x27       par_x28       par_x29       par_x30       par_x31       par_x32       par_x33       par_x34       par_x35       par_x36       par_x37       par_x38       par_x39       par_x40       par_x41       par_x42       par_x43       par_x44       par_x45       par_x46       par_x47       par_x48       par_x49       par_x50       par_x51       par_x52       par_x53       par_x54       par_x55       par_x56       par_x57       par_x58       par_x59       par_x60       par_x61       par_x62       par_x63       par_x64       
26    1.718682E-01  1.296202E-01  7.246716E-01  8.165723E-01  -6.562876E-01  2.517873E+00  4.065270E-02  4.823690E+00  6.330025E-02  5.187960E+00  1.862091E+00  1.031994E+00  1.204706E+00  1.131385E+00  5.379201E-01  4.629558E-01  6.281655E-01  5.197213E-02  6.592042E-02  7.382627E-02  5.972775E-01  3.552801E+01  3.008385E-01  7.255942E-02  2.401984E-01  2.636943E-03  8.330921E+00  2.735362E-01  7.685866E-02  4.210267E-01  3.462521E+01  8.426434E+01  5.931506E+00  4.835044E+00  6.206121E+00  5.739905E+00  -2.425234E-01  3.438945E-01  3.337433E+00  1.422626E+00  2.346765E-01  1.256316E+00  1.280783E+00  1.066001E+00  7.442174E+01  3.394098E+02  3.938427E+01  6.505527E-01  5.922129E-01  7.996495E-01  4.239172E+00  1.822626E+00  2.185119E+00  1.627027E-01  1.795475E-01  8.565756E-02  9.840585E-02  1.556787E-01  1.099304E-01  5.936906E+00  1.226341E+01  6.551931E+00  1.350106E+01  9.429884E-01  3.668406E-01  
27    2.694651E-01  3.028438E-01  6.644403E-01  7.461513E-01  -5.738458E-01  2.702137E+00  4.547508E-02  4.995685E+00  1.008707E+00  3.608205E+00  3.520660E+00  1.005553E+00  1.163547E+00  9.768636E-01  4.954652E-01  5.388617E-01  5.889827E-01  4.075121E-02  1.823289E-02  8.242604E-02  5.972775E-01  7.971691E+01  1.365736E-01  4.240120E-01  4.192728E-01  5.648171E-02  8.330921E+00  3.532827E-01  2.892140E-02  3.978521E-01  5.352809E+01  7.671693E+01  5.931506E+00  4.251298E+00  5.250828E+00  4.603957E+00  -2.490210E-01  4.140879E-01  2.941966E+00  1.342812E+00  2.451807E-01  1.458366E+00  1.433771E+00  7.267596E-01  7.035994E+00  4.223443E+02  1.371730E+02  7.218100E-01  4.963873E-01  6.698203E-01  4.764907E+00  1.822626E+00  2.018732E+00  1.254808E-01  1.656301E-01  1.605594E-01  1.234083E-01  1.042944E-01  5.772039E-02  2.649405E+00  8.587598E+00  8.570469E+00  1.450258E+01  9.587922E-01  3.668406E-01  
28    -2.998513E-02  1.642594E-01  4.031669E-01  8.283222E-01  -5.738458E-01  2.702137E+00  5.202166E-02  5.477813E+00  2.574958E-01  3.608205E+00  3.337654E+00  1.031994E+00  1.087503E+00  1.226085E+00  5.771521E-01  5.162807E-01  5.650630E-01  4.075121E-02  7.630192E-02  6.008027E-02  4.484938E+00  7.778635E+01  1.365736E-01  1.990410E-01  2.798211E-01  2.636943E-03  8.807072E+00  3.108626E-01  1.261948E-01  4.092123E-01  4.552420E+01  7.671693E+01  5.967074E+00  4.144032E+00  6.921602E+00  5.664136E+00  -1.559540E-01  2.638157E-01  3.085672E+00  1.364576E+00  1.633285E-01  1.408377E+00  1.260566E+00  8.926939E-01  5.551880E+01  3.231827E+02  7.506471E+01  7.723464E-01  3.028944E-01  6.705823E-01  4.899167E+00  1.822626E+00  1.175477E+00  7.616408E-02  1.510957E-01  1.213843E-01  5.842077E-02  1.339069E-01  2.007745E-02  7.479972E+00  4.931264E+00  8.987187E+00  1.350106E+01  9.429884E-01  3.668406E-01  
29    1.037060E-01  1.343498E-01  6.644403E-01  8.165723E-01  -6.649310E-01  3.728816E+00  5.134948E-02  6.141275E+00  1.088168E+00  4.704461E+00  2.935879E+00  1.181185E+00  1.148813E+00  1.013232E+00  5.379201E-01  6.116835E-01  6.389133E-01  8.800848E-02  9.326013E-02  9.229567E-02  5.972775E-01  4.726691E+01  1.998707E-01  4.985334E-01  4.130554E-01  2.636943E-03  9.331965E+00  3.250867E-01  1.939790E-01  4.855770E-01  2.673116E+01  7.671693E+01  5.931506E+00  4.206268E+00  6.629561E+00  6.065562E+00  -2.444245E-01  2.137432E-01  3.183697E+00  1.121019E+00  1.332531E-01  1.060328E+00  1.246490E+00  9.485540E-01  4.938660E+01  3.394098E+02  7.127312E+01  7.481169E-01  5.553072E-01  7.858093E-01  4.764907E+00  2.566082E+00  1.325347E+00  1.609748E-01  1.897390E-01  1.574006E-01  1.367300E-01  1.179994E-01  5.505919E-02  5.936906E+00  3.964451E+00  6.007977E+00  1.350106E+01  1.011735E+00  3.304020E-01  
30    8.841209E-02  1.782536E-01  4.483642E-01  8.165723E-01  -6.709725E-01  2.702137E+00  5.144914E-02  5.848645E+00  1.904653E-01  4.478027E+00  3.435248E+00  1.031994E+00  1.029015E+00  1.042054E+00  5.379201E-01  4.629972E-01  5.840450E-01  9.359872E-03  7.630192E-02  1.140678E-01  2.434175E+00  5.093948E+01  4.344049E-02  3.267746E-01  2.798211E-01  3.937831E-02  8.645799E+00  3.962493E-01  1.199579E-01  4.228366E-01  4.533887E+01  8.410984E+01  5.931506E+00  3.853118E+00  5.883959E+00  5.905516E+00  -2.425234E-01  2.638157E-01  3.000300E+00  1.052853E+00  2.734948E-01  1.323682E+00  1.246490E+00  9.082377E-01  1.313383E+02  3.053653E+02  2.384905E+01  7.077694E-01  5.553072E-01  6.698203E-01  4.764907E+00  2.428367E+00  1.909574E+00  7.616408E-02  7.837598E-02  1.761721E-01  7.922815E-02  1.556787E-01  2.151707E-02  5.700924E+00  1.444185E+01  8.917503E+00  1.350106E+01  9.429884E-01  3.668406E-01  
31    2.097001E-02  1.642594E-01  6.644403E-01  7.314109E-01  -5.213360E-01  3.626824E+00  4.127265E-02  4.901071E+00  1.534493E+00  2.477236E+00  3.435248E+00  1.018702E+00  1.152030E+00  1.131385E+00  5.691146E-01  4.741578E-01  5.458100E-01  3.614164E-02  1.165333E-01  8.242604E-02  5.972775E-01  7.286274E+01  2.769098E-01  2.132542E-01  2.798211E-01  2.636943E-03  6.562577E+00  4.226684E-01  1.397431E-01  4.015600E-01  5.411619E+01  7.671693E+01  5.931506E+00  4.769925E+00  6.785418E+00  6.867859E+00  -2.425234E-01  1.783497E-02  3.337433E+00  1.432264E+00  2.275277E-01  1.448012E+00  1.246490E+00  8.571650E-01  9.313039E+01  3.151240E+02  1.296811E+02  3.994372E-01  4.457641E-01  7.660557E-01  4.999491E+00  1.822626E+00  2.403700E+00  3.032487E-02  1.379899E-01  7.984512E-02  5.842077E-02  1.836007E-01  5.586636E-02  7.397283E+00  8.380756E+00  6.551931E+00  1.159280E+01  1.037476E+00  2.679761E-01  
32    -3.752482E-02  1.461415E-01  6.400285E-01  8.165723E-01  -4.666749E-01  2.192658E+00  4.038951E-02  5.116615E+00  9.420815E-02  3.608205E+00  3.933416E+00  1.031994E+00  1.158634E+00  1.177898E+00  4.057099E-01  4.741578E-01  5.840450E-01  3.823170E-02  6.822409E-03  9.864396E-02  5.972775E-01  5.874384E+01  1.365736E-01  3.447131E-01  2.458587E-01  7.024003E-02  9.037772E+00  3.962493E-01  1.199579E-01  4.762477E-01  3.462521E+01  8.522838E+01  5.931506E+00  4.531217E+00  6.785418E+00  4.838291E+00  -1.566545E-01  2.638157E-01  3.910979E+00  1.491481E+00  2.829621E-01  1.448012E+00  1.117369E+00  9.712768E-01  6.164177E+01  1.619843E+02  3.938427E+01  7.990028E-01  4.278065E-01  7.716233E-01  4.764907E+00  2.083815E+00  2.105156E+00  5.379497E-02  1.283531E-01  1.404700E-01  8.603001E-02  1.806745E-01  3.405283E-02  5.936906E+00  7.457535E+00  6.551931E+00  1.350106E+01  1.007115E+00  2.243255E-01  
33    -1.392295E-02  4.102138E-01  6.644403E-01  9.492736E-01  -5.738458E-01  3.334411E+00  4.547508E-02  5.848645E+00  2.574958E-01  3.608205E+00  3.435248E+00  9.579337E-01  1.226587E+00  1.131385E+00  4.019906E-01  4.194542E-01  5.285653E-01  5.428868E-02  8.180725E-02  8.242604E-02  1.500189E+00  7.778635E+01  2.367733E-01  4.749140E-01  2.529239E-01  5.450418E-02  9.068564E+00  4.012118E-01  2.975316E-01  4.271797E-01  2.358986E+01  6.485952E+01  5.962907E+00  4.531217E+00  6.494950E+00  5.905516E+00  -7.373242E-02  3.118114E-01  2.921460E+00  1.465415E+00  2.433698E-01  1.452388E+00  1.246490E+00  7.267596E-01  2.113270E+02  3.394098E+02  6.675192E+01  7.990028E-01  3.636224E-01  6.698203E-01  4.332656E+00  1.240558E+00  2.746961E+00  1.108655E-01  1.392493E-01  1.233335E-01  2.190955E-02  1.780706E-01  5.562266E-02  1.078721E+01  1.416868E+01  6.551931E+00  9.959478E+00  9.429884E-01  2.088667E-01  
34    5.221094E-02  1.642594E-01  8.790541E-01  8.394485E-01  -5.495085E-01  3.135984E+00  4.332671E-02  5.848645E+00  2.574958E-01  3.608205E+00  3.638669E+00  1.013736E+00  1.148813E+00  1.075101E+00  7.112471E-01  5.263060E-01  5.062829E-01  4.208754E-02  8.623702E-02  8.242604E-02  2.917139E+00  5.446326E+01  6.745568E-03  3.447131E-01  2.798211E-01  5.472972E-02  6.621676E+00  3.688450E-01  2.857987E-01  4.300089E-01  3.462521E+01  9.020656E+01  5.931506E+00  3.349857E+00  6.785418E+00  6.384472E+00  -3.496756E-01  2.638157E-01  3.337433E+00  1.157312E+00  2.275277E-01  1.437917E+00  1.302524E+00  7.267596E-01  6.164177E+01  3.067264E+02  1.242470E+02  7.990028E-01  5.553072E-01  6.233296E-01  4.113032E+00  2.399834E+00  1.572706E+00  1.351784E-01  1.392493E-01  1.324812E-01  7.764773E-02  1.556787E-01  5.505919E-02  3.172695E+00  9.661770E+00  7.381551E+00  1.350106E+01  8.294103E-01  5.733698E-01  
35    3.601554E-02  6.204469E-01  4.897158E-01  8.165723E-01  -2.718232E-01  1.778505E+00  4.213430E-02  5.090598E+00  1.179792E+00  3.608205E+00  3.435248E+00  1.109812E+00  1.148813E+00  1.189653E+00  5.023975E-01  4.466351E-01  5.840450E-01  4.075121E-02  7.630192E-02  8.540386E-02  5.972775E-01  6.688053E+01  9.030960E-02  3.447131E-01  2.035131E-01  1.559670E-01  7.128072E+00  3.962493E-01  1.199579E-01  4.762477E-01  3.462521E+01  6.636111E+01  4.914773E+00  4.531217E+00  6.482688E+00  6.712626E+00  -2.425234E-01  2.638157E-01  3.681771E+00  1.399865E+00  2.275277E-01  1.431788E+00  1.246490E+00  8.005970E-01  1.363827E+02  3.056875E+02  3.067490E+01  5.962911E-01  5.553072E-01  6.698203E-01  4.764907E+00  1.134194E+00  1.755630E+00  7.616408E-02  9.655383E-02  1.987453E-01  4.169549E-02  1.556787E-01  3.413002E-02  6.129521E+00  8.587598E+00  6.887576E+00  1.935868E+01  9.429884E-01  2.727642E-01  
36    3.433426E-01  4.086149E-01  6.644403E-01  8.165723E-01  -6.149539E-01  2.104819E+00  4.793719E-02  4.919218E+00  1.692697E+00  6.803264E-02  3.046078E+00  1.031994E+00  1.231243E+00  9.935266E-01  4.423074E-01  5.114320E-01  4.271004E-01  2.985978E-02  5.971556E-02  8.242604E-02  1.020769E+00  7.328718E+01  1.555084E-01  3.919315E-01  1.060839E-01  1.267172E-01  6.128059E+00  3.962493E-01  7.953094E-02  4.762477E-01  3.462521E+01  7.671693E+01  5.931506E+00  4.531217E+00  6.785418E+00  5.905516E+00  -2.425234E-01  2.638157E-01  3.371556E+00  1.370058E+00  2.275277E-01  1.140151E+00  1.160311E+00  5.692771E-01  9.671143E+01  3.985323E+02  1.561720E+00  7.348612E-01  5.553072E-01  5.922255E-01  4.126968E+00  1.822626E+00  2.151507E+00  5.632363E-02  1.392493E-01  3.527864E-02  5.842077E-02  8.803915E-02  5.505919E-02  7.238143E+00  6.620274E+00  7.786931E+00  1.350106E+01  9.390267E-01  3.224935E-01  
37    7.531793E-02  2.091894E-01  6.644403E-01  8.165723E-01  -5.738458E-01  2.035060E+00  4.185708E-02  5.376597E+00  1.015772E+00  5.028627E+00  2.503379E+00  1.111831E+00  1.202473E+00  1.131385E+00  4.027212E-01  4.741578E-01  5.840450E-01  9.108765E-02  1.105589E-01  1.112403E-01  1.716772E+00  7.960693E+01  3.311196E-01  3.293137E-01  2.798211E-01  5.324215E-02  9.905010E+00  2.496813E-01  8.337878E-02  4.762477E-01  5.470723E+01  6.349290E+01  4.662721E+00  3.826958E+00  6.785418E+00  5.491426E+00  -8.800931E-02  2.638157E-01  3.944387E+00  1.425053E+00  1.755095E-01  1.442850E+00  1.246490E+00  6.276027E-01  1.183606E+02  3.394098E+02  8.300711E+01  6.987287E-01  5.787922E-01  5.582066E-01  4.190805E+00  1.816392E+00  2.185119E+00  7.616408E-02  1.981489E-01  1.213843E-01  1.001930E-01  6.219716E-02  5.505919E-02  5.500982E+00  5.942338E+00  6.551931E+00  1.886124E+01  1.009850E+00  2.803812E-01  
38    6.420423E-02  1.654213E-01  9.726154E-01  9.660934E-01  -3.753275E-01  2.702137E+00  4.944004E-02  5.471124E+00  1.439285E+00  3.608205E+00  3.435248E+00  1.043793E+00  1.148813E+00  1.131385E+00  4.020229E-01  4.741578E-01  6.565657E-01  4.075121E-02  3.444905E-02  8.242604E-02  5.972775E-01  7.778635E+01  1.365736E-01  2.988704E-01  3.043691E-01  2.454127E-02  8.330921E+00  3.962493E-01  1.199579E-01  4.762477E-01  3.462521E+01  7.671693E+01  5.931506E+00  4.382684E+00  6.809648E+00  4.627309E+00  -4.539762E-01  -4.235945E-02  3.362835E+00  1.125693E+00  2.275277E-01  1.273698E+00  1.246490E+00  7.709086E-01  6.164177E+01  1.645955E+02  1.366936E+02  7.990028E-01  7.822785E-01  6.698203E-01  4.173831E+00  1.822626E+00  2.924087E+00  7.616408E-02  1.392493E-01  1.538900E-01  4.894402E-02  1.556787E-01  5.505919E-02  8.522007E+00  8.587598E+00  6.551931E+00  7.472518E+00  9.429884E-01  3.668406E-01  
39    1.431960E-01  2.607663E-01  6.644403E-01  7.611322E-01  -3.216120E-01  2.702137E+00  4.547508E-02  5.848645E+00  2.574958E-01  3.785762E+00  4.658036E+00  1.031994E+00  1.148813E+00  1.000822E+00  5.297437E-01  4.741578E-01  5.616162E-01  2.475396E-02  4.738464E-02  8.242604E-02  2.505313E+00  5.828420E+01  1.365736E-01  3.447131E-01  2.798211E-01  4.884730E-02  7.057803E+00  3.625067E-01  1.881673E-02  3.137532E-01  3.462521E+01  6.797232E+01  5.931506E+00  4.531217E+00  6.785418E+00  5.905516E+00  -4.193563E-01  -1.062964E-01  3.465643E+00  1.332584E+00  2.147169E-01  1.448012E+00  1.172801E+00  7.267596E-01  1.741807E+02  2.811294E+02  3.938427E+01  5.576780E-01  5.553072E-01  6.698203E-01  4.078232E+00  1.822626E+00  1.485227E+00  7.616408E-02  1.392493E-01  1.213843E-01  7.561943E-02  1.268652E-01  7.273821E-02  5.936906E+00  5.128606E+00  6.551931E+00  1.266883E+01  9.429884E-01  2.850702E-01  
40    8.541178E-03  1.642594E-01  7.734227E-01  9.319600E-01  -5.277082E-01  3.714958E+00  4.547508E-02  5.824233E+00  2.076053E+00  3.608205E+00  3.435248E+00  1.155633E+00  1.075432E+00  1.172281E+00  5.934509E-01  4.643963E-01  6.044834E-01  4.075121E-02  6.368365E-02  7.102223E-02  5.972775E-01  9.489382E+01  1.274210E-01  3.650077E-01  2.798211E-01  2.074363E-01  9.204830E+00  4.336897E-01  8.178512E-02  4.774091E-01  3.462521E+01  5.553414E+01  5.652659E+00  4.531217E+00  6.785418E+00  5.905516E+00  -3.772571E-01  3.375678E-01  3.337433E+00  1.306974E+00  2.275277E-01  1.170622E+00  1.490654E+00  7.508666E-01  1.414101E+02  3.394098E+02  3.938427E+01  7.060222E-01  5.553072E-01  4.696557E-01  4.425463E+00  1.822626E+00  2.451968E+00  6.065284E-02  1.392493E-01  1.213843E-01  1.003551E-01  1.235468E-01  5.505919E-02  5.936906E+00  8.587598E+00  6.551931E+00  1.355390E+01  9.532567E-01  3.516906E-01  
41    3.804357E-01  1.642594E-01  5.275555E-01  8.171088E-01  -5.738458E-01  2.702137E+00  4.884367E-02  5.848645E+00  4.049853E-01  3.608205E+00  4.183291E+00  1.018562E+00  1.215021E+00  8.484809E-01  5.708700E-01  4.191592E-01  6.529061E-01  3.445444E-02  7.630192E-02  3.021004E-02  7.463752E-01  7.778635E+01  1.365736E-01  2.865104E-01  3.348940E-01  2.636943E-03  8.330921E+00  4.658293E-01  9.088677E-02  3.529560E-01  1.867402E+01  2.463502E+01  5.931506E+00  4.584356E+00  6.785418E+00  5.905516E+00  -2.425234E-01  3.019786E-01  3.337433E+00  1.391873E+00  2.342262E-01  1.194588E+00  1.246490E+00  9.753579E-01  6.164177E+01  3.394098E+02  5.390865E+01  7.990028E-01  5.553072E-01  5.059739E-01  3.548758E+00  1.733134E+00  2.174189E+00  2.177187E-02  1.392493E-01  1.213843E-01  2.226020E-02  1.556787E-01  5.505919E-02  5.936906E+00  1.101202E+01  7.854269E+00  1.350106E+01  9.429884E-01  4.152572E-01  
42    3.839385E-01  4.264738E-01  6.644403E-01  8.165723E-01  -3.126640E-01  3.015502E+00  5.081454E-02  6.071539E+00  9.287352E-01  3.608205E+00  1.283753E+00  1.178123E+00  1.180488E+00  1.244414E+00  4.770734E-01  4.741578E-01  5.366663E-01  4.075121E-02  9.757052E-02  8.242604E-02  5.972775E-01  6.993317E+01  1.365736E-01  2.544890E-01  1.873596E-01  2.795230E-02  6.834233E+00  4.094430E-01  1.325209E-01  4.762477E-01  3.462521E+01  8.803130E+01  6.201462E+00  4.083056E+00  5.785851E+00  6.017030E+00  -2.425234E-01  4.918268E-01  3.337433E+00  1.451384E+00  2.309925E-01  1.404457E+00  1.246490E+00  7.267596E-01  6.164177E+01  2.586271E+02  6.879593E+01  7.990028E-01  2.490113E-01  6.698203E-01  4.764907E+00  2.818614E+00  2.177996E+00  7.616408E-02  1.392493E-01  1.185681E-01  5.842077E-02  1.138394E-01  5.505919E-02  5.936906E+00  3.076957E+00  7.852953E+00  1.350106E+01  9.429884E-01  3.624766E-01  
43    1.061375E-02  1.642594E-01  7.031795E-01  7.957152E-01  -5.738458E-01  2.206618E+00  5.222214E-02  6.191096E+00  6.938868E-01  3.608205E+00  3.435248E+00  1.031994E+00  1.035168E+00  1.212072E+00  5.379201E-01  4.741578E-01  5.840450E-01  4.075121E-02  5.336742E-02  8.242604E-02  5.972775E-01  5.812593E+01  4.831092E-02  3.447131E-01  3.403115E-01  2.636943E-03  7.445990E+00  2.726998E-01  4.947353E-02  4.803723E-01  3.462521E+01  6.383249E+01  5.931506E+00  4.531217E+00  6.160723E+00  5.905516E+00  7.219865E-02  -3.343724E-01  3.337433E+00  1.422626E+00  2.898032E-01  1.448012E+00  1.258094E+00  7.267596E-01  4.437324E+01  3.802417E+02  1.138695E+02  4.935826E-01  1.389137E-01  6.698203E-01  4.527123E+00  1.822626E+00  2.185119E+00  3.007414E-02  1.253239E-01  1.002776E-01  5.842077E-02  1.567817E-01  5.900697E-02  4.838330E+00  8.587598E+00  3.850689E+00  1.188071E+01  1.009033E+00  3.668406E-01  
44    -5.053517E-02  1.642594E-01  6.239407E-01  8.332467E-01  -9.657784E-01  2.573761E+00  4.547508E-02  5.325567E+00  3.505025E+00  3.904443E+00  3.647101E+00  1.031994E+00  1.148813E+00  1.060657E+00  4.037660E-01  4.741578E-01  5.840450E-01  2.904976E-02  7.630192E-02  1.275922E-01  7.857840E+00  6.813709E+01  4.022912E-02  4.879378E-01  2.515570E-01  2.636943E-03  6.169309E+00  2.957010E-01  2.657016E-01  4.431011E-01  4.566691E+01  4.025872E+01  5.931506E+00  4.404512E+00  6.785418E+00  5.378391E+00  -2.425234E-01  2.638157E-01  3.690954E+00  1.422626E+00  2.275277E-01  1.483060E+00  1.246490E+00  5.805156E-01  2.981458E+01  3.394098E+02  1.676640E+01  6.862185E-01  4.669868E-01  7.816875E-01  4.764907E+00  1.822626E+00  2.185119E+00  9.665457E-02  1.635786E-01  1.213843E-01  3.795670E-02  1.556787E-01  5.004231E-02  5.936906E+00  6.743211E+00  1.439415E+01  1.539974E+01  9.429884E-01  6.732241E-01  
45    4.182681E-02  1.642594E-01  6.239407E-01  8.332467E-01  -2.129630E-01  2.573761E+00  4.446812E-02  5.325567E+00  2.519132E+00  3.904443E+00  3.647101E+00  1.031994E+00  1.148813E+00  1.138810E+00  4.280536E-01  4.741578E-01  4.999127E-01  2.904976E-02  7.630192E-02  1.275922E-01  9.236105E+00  4.470383E+01  4.022912E-02  3.863908E-01  2.649876E-01  1.729542E-01  5.989419E+00  1.028122E-01  4.992915E-01  4.705243E-01  4.566691E+01  5.489655E+01  5.931506E+00  4.404512E+00  6.501573E+00  5.378391E+00  -2.425234E-01  2.580617E-01  3.512112E+00  1.422626E+00  2.275277E-01  1.467772E+00  1.246490E+00  6.503301E-01  2.029233E+02  3.394098E+02  4.460740E+01  6.862185E-01  4.669868E-01  5.910395E-01  4.764907E+00  1.822626E+00  2.185119E+00  9.665457E-02  1.162368E-01  1.213843E-01  4.171493E-02  1.373572E-01  3.421061E-02  5.936906E+00  6.743211E+00  1.439824E+01  1.539974E+01  9.424258E-01  7.818005E-01  
46    3.791457E-02  3.569787E-01  6.239407E-01  8.332467E-01  -9.942132E-01  3.169703E+00  4.855197E-02  5.691870E+00  3.894087E+00  3.904443E+00  3.647101E+00  1.031994E+00  1.036814E+00  1.064472E+00  4.323797E-01  5.762397E-01  5.289645E-01  2.433878E-02  7.051329E-02  1.275922E-01  7.857840E+00  6.813709E+01  4.022912E-02  4.879378E-01  2.515570E-01  9.809436E-02  6.169309E+00  3.195588E-01  2.657016E-01  4.214961E-01  5.815312E+01  4.025872E+01  5.668553E+00  3.756255E+00  5.961329E+00  5.378391E+00  -2.425234E-01  2.638157E-01  3.690954E+00  1.422626E+00  2.275277E-01  1.494339E+00  1.356775E+00  5.805156E-01  1.366035E+02  2.874167E+02  1.676640E+01  7.533620E-01  4.669868E-01  6.138234E-01  4.749695E+00  1.822626E+00  2.185119E+00  9.665457E-02  1.831416E-01  9.014227E-02  3.573679E-02  1.768110E-01  5.004231E-02  5.936906E+00  5.050907E+00  1.439415E+01  1.243162E+01  8.830523E-01  6.732241E-01  
47    -6.413777E-02  1.642594E-01  6.239407E-01  8.417506E-01  -8.126393E-01  2.573761E+00  4.592820E-02  5.325567E+00  2.867842E+00  5.518431E+00  3.404843E+00  1.052135E+00  1.148813E+00  1.066545E+00  4.037660E-01  6.526409E-01  6.084826E-01  4.598361E-02  6.308796E-02  1.275922E-01  9.847560E+00  6.813709E+01  5.046582E-02  4.879378E-01  2.515570E-01  2.636943E-03  6.169309E+00  3.443218E-01  4.626023E-01  4.431011E-01  4.566691E+01  2.599452E+01  5.931506E+00  4.187876E+00  6.785418E+00  5.378391E+00  -2.425234E-01  4.733737E-01  3.981414E+00  1.422626E+00  2.399714E-01  1.483060E+00  1.246490E+00  5.805156E-01  2.981458E+01  3.394098E+02  1.676640E+01  6.862185E-01  4.669868E-01  6.711296E-01  4.764907E+00  1.822626E+00  2.445116E+00  9.665457E-02  1.635786E-01  1.268675E-01  6.196399E-02  1.717530E-01  5.664804E-02  9.664366E+00  2.474422E+00  1.805866E+01  1.539974E+01  1.018312E+00  6.732241E-01  
48    8.380046E-02  1.642594E-01  6.239407E-01  8.417506E-01  -8.126393E-01  2.573761E+00  4.073948E-02  6.831584E+00  2.867842E+00  5.518431E+00  4.506704E+00  1.052135E+00  1.057506E+00  1.093904E+00  4.037660E-01  5.338647E-01  7.390818E-01  4.598361E-02  4.716047E-02  1.275922E-01  7.487722E+00  7.109364E+01  1.777325E-01  4.568280E-01  2.515570E-01  4.513261E-02  6.131721E+00  3.443218E-01  4.305022E-01  4.431011E-01  7.356833E+01  8.285270E+00  6.872979E+00  4.187876E+00  6.785418E+00  5.055239E+00  3.487439E-02  4.733737E-01  3.981414E+00  1.271640E+00  2.399714E-01  1.057048E+00  1.246490E+00  6.227941E-01  1.445151E+02  2.196987E+02  1.676640E+01  7.155402E-01  7.974283E-01  2.683510E-01  4.970390E+00  1.012833E+00  1.741215E+00  1.117593E-01  1.846040E-01  1.268675E-01  6.196399E-02  1.717530E-01  5.664804E-02  9.664366E+00  2.474422E+00  1.566740E+01  1.539974E+01  1.085646E+00  6.732241E-01  
